plant name,Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,,Synthetic Accessibility
Artemisia annua,Cirsimaritin,COc1cc2oc(cc(=O)c2c(c1OC)O)c1ccc(cc1)O,C17H14O6,314.29,23,16,0.12,3,6,2,84.95,89.13,2.56,3.32,2.89,0.47,3.07,2.46,-4.2,2.00E-02,6.35E-05,Moderately soluble,-4.87,4.26E-03,1.35E-05,Moderately soluble,-5.22,1.91E-03,6.08E-06,Moderately soluble,High,No,No,Yes,No,Yes,Yes,Yes,-5.86,0,0,0,0,0,0.55,0,0,0,3.27,
Artemisia annua,Arcapillin,COc1cc2oc(cc(=O)c2c(c1OC)O)c1cc(OC)c(cc1O)O,C18H16O8,360.31,26,16,0.17,4,8,3,93.47,118.59,2.78,2.58,2.6,-0.35,2.65,2.05,-3.89,4.63E-02,1.29E-04,Soluble,-4.72,6.88E-03,1.91E-05,Moderately soluble,-4.74,6.56E-03,1.82E-05,Moderately soluble,High,No,No,Yes,No,Yes,Yes,Yes,-6.67,0,0,0,0,0,0.55,0,0,1,3.52,
Artemisia annua,Cynaroside,OC[C@H]1O[C@@H](Oc2cc(O)c3c(c2)oc(cc3=O)c2ccc(c(c2)O)O)[C@@H]([C@H]([C@@H]1O)O)O,C21H20O11,448.38,32,16,0.29,4,11,7,108.13,190.28,1.76,1.46,-0.24,-2.1,-0.12,0.15,-3.65,1.01E-01,2.26E-04,Soluble,-5.06,3.89E-03,8.67E-06,Moderately soluble,-2.1,3.55E+00,7.91E-03,Soluble,Low,No,Yes,No,No,No,No,No,-8,2,0,1,1,3,0.17,1,1,1,5.17,
Artemisia annua,"3,5,7,4'-Tetrahydroxyflavone",Oc1ccc(cc1)c1oc2cc(O)cc(c2c(=O)c1O)O,C15H10O6,286.24,21,16,0,1,6,4,76.01,111.13,1.7,1.9,2.28,-0.03,2.03,1.58,-3.31,1.40E-01,4.90E-04,Soluble,-3.86,3.98E-02,1.39E-04,Soluble,-3.82,4.29E-02,1.50E-04,Soluble,High,No,No,Yes,No,No,Yes,Yes,-6.7,0,0,0,0,0,0.55,0,0,0,3.14,
Artemisia annua,"3,4',5-Trihydroxy-7-methoxyflavone",COc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc(cc1)O,C16H12O6,300.26,22,16,0.06,2,6,3,80.48,100.13,2.31,2.22,2.59,0.22,2.55,1.98,-3.51,9.36E-02,3.12E-04,Soluble,-3.96,3.31E-02,1.10E-04,Soluble,-4.52,9.07E-03,3.02E-05,Moderately soluble,High,No,No,Yes,No,No,Yes,Yes,-6.56,0,0,0,0,0,0.55,0,0,0,3.21,
Artemisia annua,"5,4'-Dihydroxy-3,6,7-trimethoxyflavone",COc1c(oc2c(c1=O)c(O)c(c(c2)OC)OC)c1ccc(cc1)O,C18H16O7,344.32,25,16,0.17,4,7,2,91.44,98.36,2.84,3.14,2.9,0.17,3.12,2.43,-4.16,2.37E-02,6.88E-05,Moderately soluble,-4.88,4.59E-03,1.33E-05,Moderately soluble,-5.33,1.63E-03,4.72E-06,Moderately soluble,High,No,No,Yes,No,Yes,Yes,Yes,-6.17,0,0,0,0,0,0.55,0,0,0,3.52,
Artemisia annua,Mikanin,COc1ccc(cc1)c1oc2cc(OC)c(c(c2c(=O)c1O)O)OC,C18H16O7,344.32,25,16,0.17,4,7,2,91.44,98.36,3.09,3.14,2.9,0.17,3.12,2.48,-4.16,2.37E-02,6.88E-05,Moderately soluble,-4.88,4.59E-03,1.33E-05,Moderately soluble,-5.33,1.63E-03,4.72E-06,Moderately soluble,High,No,No,Yes,No,Yes,Yes,Yes,-6.17,0,0,0,0,0,0.55,0,0,0,3.5,
Artemisia annua,Penduletin 4'-methyl ether,COc1ccc(cc1)c1oc2cc(OC)c(c(c2c(=O)c1OC)O)OC,C19H18O7,358.34,26,16,0.21,5,7,1,95.91,87.36,3.41,3.47,3.2,0.4,3.66,2.83,-4.37,1.52E-02,4.23E-05,Moderately soluble,-4.99,3.70E-03,1.03E-05,Moderately soluble,-6.02,3.43E-04,9.57E-07,Poorly soluble,High,No,No,Yes,No,Yes,Yes,Yes,-6.02,0,0,0,0,0,0.55,0,0,1,3.62,
Artemisia annua,Rhamnetin,COc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc(c(c1)O)O,C16H12O7,316.26,23,16,0.06,2,7,4,82.5,120.36,2.23,1.87,2.29,-0.31,2.06,1.63,-3.36,1.38E-01,4.35E-04,Soluble,-4.02,3.03E-02,9.57E-05,Moderately soluble,-3.94,3.65E-02,1.15E-04,Soluble,High,No,No,Yes,No,No,Yes,Yes,-6.9,0,0,0,0,0,0.55,1,1,0,3.3,
Artemisia annua,Isorhamnetin,COc1cc(ccc1O)c1oc2cc(O)cc(c2c(=O)c1O)O,C16H12O7,316.26,23,16,0.06,2,7,4,82.5,120.36,2.35,1.87,2.29,-0.31,2.06,1.65,-3.36,1.38E-01,4.35E-04,Soluble,-4.02,3.03E-02,9.57E-05,Moderately soluble,-3.94,3.65E-02,1.15E-04,Soluble,High,No,No,Yes,No,No,Yes,Yes,-6.9,0,0,0,0,0,0.55,0,0,0,3.26,
Artemisia annua,Tamarixetin,COc1ccc(cc1O)c1oc2cc(O)cc(c2c(=O)c1O)O,C16H12O7,316.26,23,16,0.06,2,7,4,82.5,120.36,2.24,2.95,2.29,-0.31,2.06,1.85,-4.04,2.87E-02,9.08E-05,Moderately soluble,-5.14,2.29E-03,7.24E-06,Moderately soluble,-3.94,3.65E-02,1.15E-04,Soluble,High,No,No,Yes,No,Yes,Yes,Yes,-6.13,0,0,0,0,0,0.55,0,0,0,3.26,
Artemisia annua,Pachypodol,COc1cc(O)c2c(c1)oc(c(c2=O)OC)c1ccc(c(c1)OC)O,C18H16O7,344.32,25,16,0.17,4,7,2,91.44,98.36,3.26,3.61,2.9,0.17,3.12,2.61,-4.46,1.20E-02,3.48E-05,Moderately soluble,-5.36,1.49E-03,4.34E-06,Moderately soluble,-5.33,1.63E-03,4.72E-06,Moderately soluble,High,No,No,Yes,No,Yes,Yes,Yes,-5.84,0,0,0,0,0,0.55,0,0,1,3.54,
Artemisia annua,Retusin(Ariocarpus),COc1cc(O)c2c(c1)oc(c(c2=O)OC)c1ccc(c(c1)OC)OC,C19H18O7,358.34,26,16,0.21,5,7,1,95.91,87.36,3.58,3.47,3.2,0.4,3.66,2.86,-4.37,1.52E-02,4.23E-05,Moderately soluble,-4.99,3.70E-03,1.03E-05,Moderately soluble,-6.02,3.43E-04,9.57E-07,Poorly soluble,High,No,No,Yes,No,Yes,Yes,Yes,-6.02,0,0,0,0,0,0.55,0,0,1,3.64,
Artemisia annua,Patuletin,COc1c(O)cc2c(c1O)c(=O)c(c(o2)c1ccc(c(c1)O)O)O,C16H12O8,332.26,24,16,0.06,2,8,5,84.53,140.59,2.02,2.14,2,-0.83,1.59,1.38,-3.61,8.16E-02,2.46E-04,Soluble,-4.72,6.27E-03,1.89E-05,Moderately soluble,-3.35,1.47E-01,4.43E-04,Soluble,Low,No,No,Yes,No,No,Yes,Yes,-6.81,0,0,1,1,0,0.55,1,1,0,3.35,
Artemisia annua,Quercetagetin 4'-methyl ether,COc1ccc(cc1O)c1oc2cc(O)c(c(c2c(=O)c1O)O)O,C16H12O8,332.26,24,16,0.06,2,8,5,84.53,140.59,2.34,2.14,2,-0.83,1.59,1.45,-3.61,8.16E-02,2.46E-04,Soluble,-4.72,6.27E-03,1.89E-05,Moderately soluble,-3.35,1.47E-01,4.43E-04,Soluble,Low,No,No,Yes,No,Yes,Yes,Yes,-6.81,0,0,1,1,0,0.55,1,1,0,3.3,
Artemisia annua,Axillarin,COc1c(O)cc2c(c1O)c(=O)c(c(o2)c1ccc(c(c1)O)O)OC,C17H14O8,346.29,25,16,0.12,3,8,4,89,129.59,2.37,2.46,2.3,-0.59,2.12,1.73,-3.81,5.33E-02,1.54E-04,Soluble,-4.83,5.18E-03,1.50E-05,Moderately soluble,-4.05,3.10E-02,8.95E-05,Moderately soluble,High,No,No,Yes,No,Yes,Yes,Yes,-6.67,0,0,0,0,0,0.55,1,1,0,3.46,
Artemisia annua,Tomentin,COc1cc2oc(c3ccc(c(c3)O)O)c(c(=O)c2c(c1O)O)OC,C17H14O8,346.29,25,16,0.12,3,8,4,89,129.59,2.29,2.46,2.3,-0.59,2.12,1.72,-3.81,5.33E-02,1.54E-04,Soluble,-4.83,5.18E-03,1.50E-05,Moderately soluble,-4.05,3.10E-02,8.95E-05,Moderately soluble,High,No,No,Yes,No,Yes,Yes,Yes,-6.67,0,0,0,0,0,0.55,1,1,0,3.48,
Artemisia annua,"Quercetagetin 3,4'-dimethyl ether",COc1ccc(cc1O)c1oc2cc(O)c(c(c2c(=O)c1OC)O)O,C17H14O8,346.29,25,16,0.12,3,8,4,89,129.59,2.79,2.46,2.3,-0.59,2.12,1.82,-3.81,5.33E-02,1.54E-04,Soluble,-4.83,5.18E-03,1.50E-05,Moderately soluble,-4.05,3.10E-02,8.95E-05,Moderately soluble,High,No,No,Yes,No,Yes,Yes,Yes,-6.67,0,0,0,0,0,0.55,1,1,0,3.44,
Artemisia annua,Chrysosplenol D,COc1c(oc2c(c1=O)c(O)c(c(c2)OC)OC)c1ccc(c(c1)O)O,C18H16O8,360.31,26,16,0.17,4,8,3,93.47,118.59,2.36,2.79,2.6,-0.35,2.65,2.01,-4.02,3.42E-02,9.48E-05,Moderately soluble,-4.94,4.17E-03,1.16E-05,Moderately soluble,-4.74,6.56E-03,1.82E-05,Moderately soluble,High,No,No,Yes,No,Yes,Yes,Yes,-6.52,0,0,0,0,0,0.55,1,1,1,3.6,
Artemisia annua,Eupatin,COc1cc2oc(c3ccc(c(c3)O)OC)c(c(=O)c2c(c1OC)O)O,C18H16O8,360.31,26,16,0.17,4,8,3,93.47,118.59,2.89,2.79,2.6,-0.35,2.65,2.12,-4.02,3.42E-02,9.48E-05,Moderately soluble,-4.94,4.17E-03,1.16E-05,Moderately soluble,-4.74,6.56E-03,1.82E-05,Moderately soluble,High,No,No,Yes,No,Yes,Yes,Yes,-6.52,0,0,0,0,0,0.55,0,0,1,3.59,
Artemisia annua,Chrysosplenetin,COc1cc2oc(c3ccc(c(c3)OC)O)c(c(=O)c2c(c1OC)O)OC,C19H18O8,374.34,27,16,0.21,5,8,2,97.93,107.59,3.35,3.12,2.91,-0.12,3.19,2.49,-4.24,2.18E-02,5.82E-05,Moderately soluble,-5.05,3.35E-03,8.95E-06,Moderately soluble,-5.43,1.38E-03,3.69E-06,Moderately soluble,High,No,No,Yes,No,Yes,No,Yes,-6.37,0,0,0,0,0,0.55,0,0,1,3.7,
Artemisia annua,Casticin,COc1cc2oc(c3ccc(c(c3)O)OC)c(c(=O)c2c(c1OC)O)OC,C19H18O8,374.34,27,16,0.21,5,8,2,97.93,107.59,3.44,3.12,2.91,-0.12,3.19,2.51,-4.24,2.18E-02,5.82E-05,Moderately soluble,-5.05,3.35E-03,8.95E-06,Moderately soluble,-5.43,1.38E-03,3.69E-06,Moderately soluble,High,No,No,Yes,No,Yes,No,Yes,-6.37,0,0,0,0,0,0.55,0,0,1,3.71,
Artemisia annua,"Quercetagetin 6,7,3',4'-tetramethyl ether",COc1ccc(cc1OC)c1oc2cc(OC)c(c(c2c(=O)c1O)O)OC,C19H18O8,374.34,27,16,0.21,5,8,2,97.93,107.59,3.19,3.12,2.91,-0.12,3.19,2.46,-4.24,2.18E-02,5.82E-05,Moderately soluble,-5.05,3.35E-03,8.95E-06,Moderately soluble,-5.43,1.38E-03,3.69E-06,Moderately soluble,High,No,No,Yes,No,Yes,No,Yes,-6.37,0,0,0,0,0,0.55,0,0,1,3.69,
Artemisia annua,Artemetin,COc1ccc(cc1OC)c1oc2cc(OC)c(c(c2c(=O)c1OC)O)OC,C20H20O8,388.37,28,16,0.25,6,8,1,102.4,96.59,3.59,3.44,3.21,0.11,3.74,2.82,-4.44,1.40E-02,3.61E-05,Moderately soluble,-5.15,2.75E-03,7.09E-06,Moderately soluble,-6.12,2.92E-04,7.52E-07,Poorly soluble,High,No,No,No,No,Yes,No,Yes,-6.23,0,0,0,0,0,0.55,0,0,1,3.81,
Artemisia annua,"Gossypetin 3,4'-dimethyl ether",COc1ccc(cc1O)c1oc2c(O)c(O)cc(c2c(=O)c1OC)O,C17H14O8,346.29,25,16,0.12,3,8,4,89,129.59,2.4,2.46,2.3,-0.59,2.12,1.74,-3.81,5.33E-02,1.54E-04,Soluble,-4.83,5.18E-03,1.50E-05,Moderately soluble,-4.05,3.10E-02,8.95E-05,Moderately soluble,High,No,No,Yes,No,Yes,Yes,Yes,-6.67,0,0,0,0,0,0.55,1,2,0,3.46,
Artemisia annua,Quercetin-3-O-glucoside,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(c(c2)O)O)[C@@H]([C@@H]([C@@H]1O)O)O,C21H20O12,464.38,33,16,0.29,4,12,8,110.16,210.51,1.64,0.36,-0.54,-2.59,-0.59,-0.34,-3.04,4.23E-01,9.10E-04,Soluble,-4.35,2.10E-02,4.51E-05,Moderately soluble,-1.51,1.43E+01,3.08E-02,Soluble,Low,No,No,No,No,No,No,No,-8.88,2,1,1,1,3,0.17,1,1,1,5.32,
Artemisia annua,Quercetin3-O-alpha-rhamnopyranoside,Oc1cc(O)c2c(c1)oc(c(c2=O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@@H]1O)O)O)c1ccc(c(c1)O)O,C21H20O11,448.38,32,16,0.29,3,11,7,109,190.28,2.34,0.86,0.49,-1.84,0.01,0.37,-3.33,2.08E-01,4.64E-04,Soluble,-4.44,1.63E-02,3.63E-05,Moderately soluble,-2.08,3.69E+00,8.22E-03,Soluble,Low,No,Yes,No,No,No,No,No,-8.42,2,0,1,1,3,0.17,1,1,1,5.28,
Artemisia annua,"(2E,6E)-Farnesyl diphosphate",C/C(=C\COP(=O)(OP(=O)(O)O)O)/CC/C=C(/CCC=C(C)C)\C,C15H28O7P2,382.33,24,0,0.6,11,7,3,95.78,132.91,2.34,0.86,4.63,-1.84,0.01,0.37,-3.33,2.08E-01,4.64E-04,Soluble,-4.44,1.63E-02,3.63E-05,Moderately soluble,-2.08,3.69E+00,8.22E-03,Soluble,Low,No,Yes,No,No,No,No,No,-8.42,2,0,1,1,3,0.17,1,1,1,5.28,
Artemisia annua,"(S)-2,3-Epoxysqualene",C/C(=C\CC/C=C(/CC/C=C(/CC[C@@H]1OC1(C)C)\C)\C)/CC/C=C(/CCC=C(C)C)\C,C30H50O,426.72,31,0,0.67,15,1,0,142.96,12.53,2.34,0.86,9.82,-1.84,0.01,0.37,-3.33,2.08E-01,4.64E-04,Soluble,-4.44,1.63E-02,3.63E-05,Moderately soluble,-2.08,3.69E+00,8.22E-03,Soluble,Low,No,Yes,No,No,No,No,No,-8.42,2,0,1,1,3,0.17,1,1,1,5.28,
Artemisia annua,beta-Elemene,C=C[C@]1(C)CC[C@H](C[C@H]1C(=C)C)C(=C)C,C15H24,204.35,15,0,0.6,3,0,0,70.42,0,3.37,6.11,4.75,4.53,4.5,4.65,-4.76,3.57E-03,1.74E-05,Moderately soluble,-5.89,2.62E-04,1.28E-06,Moderately soluble,-3.58,5.36E-02,2.62E-04,Soluble,Low,No,No,No,Yes,Yes,No,No,-3.21,1,0,0,0,2,0.55,0,1,2,3.63,
Artemisia annua,delta-Cadinene,CC1=C[C@@H]2C(=C(C)CC[C@H]2C(C)C)CC1,C15H24,204.35,15,0,0.73,1,0,0,69.04,0,3.41,3.8,4.73,4.63,4.12,4.14,-3.43,7.51E-02,3.67E-04,Soluble,-3.49,6.55E-02,3.20E-04,Soluble,-3.52,6.19E-02,3.03E-04,Soluble,Low,No,No,No,Yes,Yes,No,No,-4.85,1,0,0,0,1,0.55,0,1,2,4.14,
Artemisia annua,(S)-Santolina alcohol,C=C[C@H](C(O)(C)C)C=C(C)C,C10H18O,154.25,11,0,0.6,3,1,1,50.44,20.23,2.62,2.72,2.53,2.59,2.18,2.53,-2.31,7.52E-01,4.88E-03,Soluble,-2.8,2.45E-01,1.59E-03,Soluble,-1.47,5.21E+00,3.38E-02,Soluble,High,Yes,No,No,No,No,No,No,-5.31,0,1,0,0,2,0.55,0,1,1,3.15,
Artemisia annua,"Dehydro-1,8-cineole",C[C@]12CC[C@H](C=C1)C(O2)(C)C,C10H16O,152.23,11,0,0.8,0,1,0,46.64,9.23,2.5,1.89,2.52,2.3,2.45,2.33,-1.97,1.61E+00,1.06E-02,Very soluble,-1.71,2.99E+00,1.97E-02,Very soluble,-1.98,1.58E+00,1.04E-02,Soluble,High,Yes,No,No,No,No,No,No,-5.89,0,1,0,0,2,0.55,0,1,1,4.69,
Artemisia annua,(+)-Limonene,CC1=CC[C@@H](CC1)C(=C)C,C10H16,136.23,10,0,0.6,1,0,0,47.12,0,2.72,4.57,3.31,3.27,2.97,3.37,-3.5,4.33E-02,3.18E-04,Soluble,-4.29,6.93E-03,5.09E-05,Moderately soluble,-2.26,7.54E-01,5.53E-03,Soluble,Low,Yes,No,No,No,Yes,No,No,-3.89,0,1,0,0,2,0.55,0,1,2,3.46,
Artemisia annua,L-Isoborneol,O[C@@H]1C[C@@H]2C([C@]1(C)CC2)(C)C,C10H18O,154.25,11,0,1,0,1,1,46.6,20.23,0,2.72,2.19,2.45,2.27,1.93,-2.51,4.77E-01,3.09E-03,Soluble,-2.8,2.45E-01,1.59E-03,Soluble,-1.91,1.92E+00,1.24E-02,Soluble,High,Yes,No,No,No,No,No,No,-5.31,0,1,0,0,2,0.55,0,0,1,3.43,
Artemisia annua,delta-3-Carene,CC1=CC[C@@H]2[C@H](C1)C2(C)C,C10H16,136.23,10,0,0.8,0,0,0,45.22,0,2.63,4.38,3,4.29,2.79,3.42,-3.44,4.90E-02,3.60E-04,Soluble,-4.1,1.09E-02,8.01E-05,Moderately soluble,-2.23,8.06E-01,5.92E-03,Soluble,Low,Yes,No,No,No,Yes,No,No,-4.02,1,1,0,0,2,0.55,0,1,2,3.84,
Artemisia annua,Tricyclene,C[C@]12[C@@H]3[C@H]1C[C@H](C2(C)C)C3,C10H16,136.23,10,0,1,0,0,0,43.32,0,2.53,3.24,2.69,4.43,2.79,3.14,-2.73,2.56E-01,1.88E-03,Soluble,-2.91,1.66E-01,1.22E-03,Soluble,-2.23,8.06E-01,5.92E-03,Soluble,Low,Yes,No,No,No,No,No,No,-4.83,1,1,0,0,2,0.55,0,0,1,3.59,
Artemisia annua,Germacrene A,CC1=CCCC(=CC[C@H](CC1)C(=C)C)C,C15H24,204.35,15,0,0.6,1,0,0,70.68,0,3.31,5.87,5.04,4.53,4.14,4.58,-4.74,3.73E-03,1.82E-05,Moderately soluble,-5.64,4.65E-04,2.28E-06,Moderately soluble,-3.55,5.79E-02,2.83E-04,Soluble,Low,No,No,No,No,Yes,No,No,-3.38,1,0,0,0,2,0.55,0,1,2,4.1,
Artemisia annua,Germacrene D,CC1=CCCC(=C)C=C[C@@H](CC1)C(C)C,C15H24,204.35,15,0,0.6,1,0,0,70.68,0,3.32,4.74,4.89,4.53,4.01,4.3,-4.03,1.92E-02,9.39E-05,Moderately soluble,-4.47,6.93E-03,3.39E-05,Moderately soluble,-3.32,9.83E-02,4.81E-04,Soluble,Low,No,No,No,No,Yes,No,No,-4.18,1,0,0,0,1,0.55,0,1,2,4.55,
Artemisia annua,Elemol,C=C[C@]1(C)CC[C@H](C[C@H]1C(=C)C)C(O)(C)C,C15H26O,222.37,16,0,0.73,3,1,1,72.1,20.23,3.2,4.41,3.94,3.56,3.74,3.77,-3.8,3.53E-02,1.59E-04,Soluble,-4.55,6.23E-03,2.80E-05,Moderately soluble,-3,2.24E-01,1.01E-03,Soluble,High,Yes,No,No,No,Yes,No,No,-4.53,0,0,0,0,1,0.55,0,1,2,3.54,
Artemisia annua,delta-Elemene,C=C[C@@]1(C)CCC(=C[C@@H]1C(=C)C)C(C)C,C15H24,204.35,15,0,0.6,3,0,0,70.42,0,3.43,5.27,4.75,4.53,4.48,4.49,-4.23,1.21E-02,5.90E-05,Moderately soluble,-5.02,1.95E-03,9.55E-06,Moderately soluble,-3.55,5.73E-02,2.81E-04,Soluble,Low,No,No,No,Yes,Yes,No,No,-3.8,1,0,0,0,2,0.55,0,1,2,4.25,
Artemisia annua,Bicyclogermacren,CC1=CCCC(=C[C@H]2[C@@H](CC1)C2(C)C)C,C15H24,204.35,15,0,0.73,0,0,0,68.78,0,3.28,4.14,4.73,4.63,3.91,4.14,-3.72,3.94E-02,1.93E-04,Soluble,-3.85,2.90E-02,1.42E-04,Soluble,-3.52,6.19E-02,3.03E-04,Soluble,Low,No,No,No,Yes,Yes,No,No,-4.61,1,0,0,0,1,0.55,0,1,2,4.34,
Artemisia annua,"Humulene 1,2-epoxide",CC1=CCC[C@H]2O[C@@]2(CC=CC(C1)(C)C)C,C15H24O,220.35,16,0,0.73,0,1,0,69.91,12.53,3.17,3.85,4.25,3.56,3.78,3.72,-3.63,5.15E-02,2.34E-04,Soluble,-3.81,3.42E-02,1.55E-04,Soluble,-3.26,1.21E-01,5.48E-04,Soluble,High,Yes,No,No,No,Yes,No,No,-4.91,0,0,0,0,1,0.55,0,2,2,4.4,
Artemisia annua,beta-Caryophyllene oxide,C=C1CC[C@H]2O[C@@]2(CC[C@@H]2[C@@H]1CC2(C)C)C,C15H24O,220.35,16,0,0.87,0,1,0,68.27,12.53,3.15,3.56,3.94,3.67,4.07,3.68,-3.45,7.84E-02,3.56E-04,Soluble,-3.51,6.83E-02,3.10E-04,Soluble,-3.51,6.81E-02,3.09E-04,Soluble,High,Yes,No,No,Yes,Yes,No,No,-5.12,0,0,0,0,1,0.55,0,2,2,4.35,
Artemisia annua,(+)-Occidentalol,CC1=CC=C[C@]2([C@H]1C[C@@H](CC2)C(O)(C)C)C,C15H24O,220.35,16,0,0.73,1,1,1,69.98,20.23,2.99,3.44,3.7,3.56,2.95,3.33,-3.31,1.09E-01,4.93E-04,Soluble,-3.55,6.27E-02,2.85E-04,Soluble,-2.5,7.03E-01,3.19E-03,Soluble,High,Yes,No,No,No,Yes,No,No,-5.2,0,0,0,0,1,0.55,0,0,1,4.73,
Artemisia annua,Selin-11-en-4alpha-ol,CC(=C)[C@@H]1CC[C@@]2([C@@H](C1)[C@](C)(O)CCC2)C,C15H26O,222.37,16,0,0.87,1,1,1,70.46,20.23,3.11,4.47,3.92,3.67,3.64,3.76,-3.97,2.39E-02,1.07E-04,Soluble,-4.61,5.40E-03,2.43E-05,Moderately soluble,-3.21,1.36E-01,6.12E-04,Soluble,High,Yes,No,No,Yes,Yes,No,No,-4.48,0,0,0,0,1,0.55,0,1,2,3.53,
Artemisia annua,Pseudosantonin,O[C@H]1C[C@@]2(C)C(=O)CCC(=C2[C@H]2[C@@H]1[C@H](C)C(=O)O2)C,C15H20O4,264.32,19,0,0.73,0,4,1,69.79,63.6,1.85,0.4,1.61,1.62,2.14,1.52,-1.73,4.91E+00,1.86E-02,Very soluble,-1.3,1.32E+01,4.99E-02,Very soluble,-2.35,1.18E+00,4.46E-03,Soluble,High,Yes,No,No,No,No,No,No,-7.63,0,0,0,0,0,0.55,0,1,0,4.66,
Artemisia annua,Occidol,Cc1ccc(c2c1C[C@H](CC2)C(O)(C)C)C,C15H22O,218.33,16,6,0.6,1,1,1,69.43,20.23,2.92,3.49,3.18,3.46,4.12,3.43,-3.6,5.44E-02,2.49E-04,Soluble,-3.6,5.51E-02,2.53E-04,Soluble,-4.3,1.08E-02,4.95E-05,Moderately soluble,High,Yes,No,No,No,No,Yes,No,-5.15,0,0,0,0,1,0.55,0,0,1,2.46,
Artemisia annua,(+)-Nootkatone,O=C1C[C@@H](C)[C@]2(C(=C1)CC[C@H](C2)C(=C)C)C,C15H22O,218.33,16,0,0.67,1,1,0,68.98,17.07,2.83,3.86,3.9,3.46,3.82,3.58,-3.56,6.02E-02,2.76E-04,Soluble,-3.92,2.65E-02,1.22E-04,Soluble,-3.44,7.95E-02,3.64E-04,Soluble,High,Yes,No,No,Yes,Yes,No,No,-4.89,0,0,0,0,1,0.55,0,1,2,4.05,
Artemisia annua,"Amorpha-4,11-diene",CC1=C[C@H]2[C@@H](CC1)[C@H](C)CC[C@H]2C(=C)C,C15H24,204.35,15,0,0.73,1,0,0,69.04,0,3.28,5.06,4.58,4.63,3.75,4.26,-4.23,1.21E-02,5.91E-05,Moderately soluble,-4.8,3.22E-03,1.58E-05,Moderately soluble,-3.1,1.63E-01,7.98E-04,Soluble,Low,No,No,No,Yes,Yes,No,No,-3.95,1,0,0,0,2,0.55,0,1,2,4.47,
Artemisia annua,Arteannuic acid,CC1=C[C@H]2[C@@H](CC1)[C@H](C)CC[C@H]2C(=C)C(=O)O,C15H22O2,234.33,17,0,0.67,2,2,1,70.81,37.3,2.48,3.75,3.65,3.35,2.65,3.18,-3.52,7.02E-02,3.00E-04,Soluble,-4.23,1.39E-02,5.94E-05,Moderately soluble,-2.09,1.92E+00,8.18E-03,Soluble,High,Yes,No,No,No,Yes,No,No,-5.07,0,0,0,0,0,0.85,0,2,2,4.12,
Artemisia annua,"6,7-Dehydroartemisinic acid",CC1=CC2=C(CC[C@H]([C@@H]2CC1)C)C(=C)C(=O)O,C15H20O2,232.32,17,0,0.53,2,2,1,70.34,37.3,2.55,2.98,3.71,3.26,3.04,3.11,-3.03,2.19E-01,9.42E-04,Soluble,-3.43,8.69E-02,3.74E-04,Soluble,-2.52,7.05E-01,3.03E-03,Soluble,High,Yes,No,No,Yes,Yes,No,No,-5.6,0,0,0,0,0,0.85,0,1,1,4.3,
Artemisia annua,Arteannuin B,O=C1O[C@@]23[C@H](C1=C)CC[C@H]([C@@H]2CC[C@@]1([C@H]3O1)C)C,C15H20O3,248.32,18,0,0.8,0,3,0,67.73,38.83,2.57,2.58,2.45,2.56,3.12,2.66,-3,2.45E-01,9.89E-04,Soluble,-3.04,2.24E-01,9.04E-04,Soluble,-2.79,4.02E-01,1.62E-03,Soluble,High,Yes,No,No,No,No,No,No,-5.98,0,0,0,0,0,0.55,0,2,1,4.77,
Artemisia annua,Artemisinin C,O=C1O[C@@]23[C@H](C1=C)CC[C@H]([C@@H]2CC[C@]1([C@@H]3O1)C)C,C15H20O3,248.32,18,0,0.8,0,3,0,67.73,38.83,2.82,2.58,2.45,2.56,3.12,2.71,-3,2.45E-01,9.89E-04,Soluble,-3.04,2.24E-01,9.04E-04,Soluble,-2.79,4.02E-01,1.62E-03,Soluble,High,Yes,No,No,No,No,No,No,-5.98,0,0,0,0,0,0.55,0,2,1,4.77,
